Cycle ID,Cap_Chg(mAh),Cap_DChg(mAh),Specific Capacity-Chg(mAh/g),Specific Capacity-Dchg(mAh/g),Chg/DChg Efficiency(%),Engy_Chg(mWh),Engy_DChg(mWh),REngy_Chg(mWh/g),REngy_Dchg(mWh/g),CC_Chg_Ratio(%),CC_Chg_Cap(mAh),Plat_Cap(mAh),Plat_Capacity Density(mAh/g),Plat_Cap_Efficiency(%),Plat_Time(sec),Capacity_Chg(F),Capacity_DChg(F),IR(O),Mid_value Voltage(V),Discharge Fading Ratio(%),Charge Time(sec),Discharge Time(sec),Charge IR(O),Discharge IR(O),End Temperature(°C),Net Cap_DChg(mAh),Net Engy_DChg(mWh),Energy Efficiency(%),
,Step ID,Step Name,Step Time(sec),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEngergy(mWh/g),Capacitance(F),Start Voltage(V),End Voltage(V),Start Temperature(°C),End Temperature(°C),End Capacity(mAh),Charge Mid-Vol(V),Discharge Mid-Vol(V),DCIR(O),ChargeCap(mAh),DischargeCap(mAh),Engy_Chg(mWh),Engy_DChg(mWh),Net DischargeCap(mAh),Net Engy_DChg(mWh),Raw Step ID,
,,Record ID,Time(sec),Voltage(V),Current(mA),Temperature(°C),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEng(mWh/g),Realtime,Min-T(°C),Max-T(°C),Avg-T(°C),Power(mW),Capacitance_Chg(mAh),Capacitance_DChg(mAh),Engy_Chg(mWh),Engy_DChg(mWh),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact IR(O),
,,1697,77.60,0.2318,-0.126,0.0,0.0027,2.1554,0.0032,2.5361,05/03/2022 14:09:38,,,,-0.03,0.0000,0.0027,0.0000,0.0032,-0.0020,-1.6030,1839.829,
,,1698,84.00,0.1314,-0.126,0.0,0.0029,2.3331,0.0032,2.5681,05/03/2022 14:09:44,,,,-0.02,0.0000,0.0029,0.0000,0.0032,-0.0022,-1.7705,1042.940,
,,1699,91.20,0.0310,-0.126,0.0,0.0032,2.5331,0.0033,2.5840,05/03/2022 14:09:52,,,,-0.00,0.0000,0.0032,0.0000,0.0033,-0.0025,-1.9919,246.051,
,,1700,92.90,0.0096,-0.126,0.0,0.0033,2.5803,0.0033,2.5849,05/03/2022 14:09:53,,,,-0.00,0.0000,0.0033,0.0000,0.0033,-0.0028,-2.2064,76.197,
37,0.0054,0.0032,4.2628,2.5748,60.401,0.0110,0.0032,8.7228,2.5745,100.00,0.0054,0.0000,0.0000,0.00,0.00,0.02382,0.00239,0.000,0.8426,154.24,153.40,92.70,101.968,129.345,0.0,-0.0021,-0.0077,29.515,
,73,CC_Chg,153.40,0.0054,4.2628,0.0110,8.7228,0.02382,0.0353,2.6001,0.0,0.0,0.0054,2.3797,0.0000,101.968,0.0054,0.0000,0.0000,0.0000,-0.0054,-0.1099,10,
,,1701,0.00,0.0353,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:09:53,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1265,-100.4026,280.048,
,,1702,1.50,0.1364,0.126,0.0,0.0001,0.0417,0.0000,0.0035,05/03/2022 14:09:55,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0005,0.4123,1082.110,
,,1703,3.20,0.2415,0.126,0.0,0.0001,0.0889,0.0000,0.0127,05/03/2022 14:09:57,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4495,1915.906,
,,1704,5.00,0.3416,0.126,0.0,0.0002,0.1389,0.0000,0.0275,05/03/2022 14:09:58,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0006,0.4997,2710.036,
,,1705,6.90,0.4430,0.126,0.0,0.0002,0.1917,0.0001,0.0484,05/03/2022 14:10:00,,,,0.06,0.0002,0.0000,0.0001,0.0000,0.0007,0.5207,3514.478,
,,1706,8.90,0.5465,0.126,0.0,0.0003,0.2473,0.0001,0.0760,05/03/2022 14:10:02,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5370,4335.581,
,,1707,10.90,0.6479,0.126,0.0,0.0004,0.3029,0.0001,0.1094,05/03/2022 14:10:04,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5481,5140.024,
,,1708,13.00,0.7514,0.126,0.0,0.0005,0.3613,0.0002,0.1504,05/03/2022 14:10:06,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0007,0.5638,5961.127,
,,1709,15.20,0.8556,0.126,0.0,0.0005,0.4224,0.0003,0.1998,05/03/2022 14:10:09,,,,0.11,0.0005,0.0000,0.0003,0.0000,0.0007,0.5867,6787.783,
,,1710,17.50,0.9570,0.126,0.0,0.0006,0.4863,0.0003,0.2579,05/03/2022 14:10:11,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6303,7592.225,
,,1711,20.10,1.0590,0.126,0.0,0.0007,0.5586,0.0004,0.3309,05/03/2022 14:10:13,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7083,8401.428,
,,1712,23.10,1.1613,0.126,0.0,0.0008,0.6419,0.0005,0.4237,05/03/2022 14:10:16,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0010,0.8149,9213.011,
,,1713,26.20,1.2614,0.126,0.0,0.0009,0.7281,0.0007,0.5282,05/03/2022 14:10:20,,,,0.16,0.0009,0.0000,0.0007,0.0000,0.0011,0.8606,10007.140,
,,1714,29.30,1.3647,0.126,0.0,0.0010,0.8142,0.0008,0.6414,05/03/2022 14:10:23,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0011,0.8339,10826.656,
,,1715,32.20,1.4676,0.126,0.0,0.0011,0.8948,0.0010,0.7557,05/03/2022 14:10:26,,,,0.18,0.0011,0.0000,0.0010,0.0000,0.0010,0.7832,11642.999,
,,1716,35.10,1.5690,0.126,0.0,0.0012,0.9754,0.0011,0.8782,05/03/2022 14:10:28,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0010,0.7948,12447.441,
,,1717,38.20,1.6713,0.126,0.0,0.0013,1.0615,0.0013,1.0180,05/03/2022 14:10:32,,,,0.21,0.0013,0.0000,0.0013,0.0000,0.0011,0.8421,13259.024,
,,1718,41.60,1.7723,0.126,0.0,0.0015,1.1560,0.0015,1.1808,05/03/2022 14:10:35,,,,0.22,0.0015,0.0000,0.0015,0.0000,0.0012,0.9355,14060.294,
,,1719,45.50,1.8750,0.126,0.0,0.0016,1.2644,0.0017,1.3787,05/03/2022 14:10:39,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0013,1.0553,14875.050,
,,1720,49.90,1.9769,0.126,0.0,0.0017,1.3867,0.0020,1.6145,05/03/2022 14:10:43,,,,0.25,0.0017,0.0000,0.0020,0.0000,0.0015,1.1999,15683.459,
,,1721,54.70,2.0777,0.126,0.0,0.0019,1.5200,0.0024,1.8851,05/03/2022 14:10:48,,,,0.26,0.0019,0.0000,0.0024,0.0000,0.0017,1.3233,16483.142,
,,1722,59.90,2.1785,0.126,0.0,0.0021,1.6645,0.0028,2.1929,05/03/2022 14:10:53,,,,0.27,0.0021,0.0000,0.0028,0.0000,0.0018,1.4335,17282.824,
,,1723,65.90,2.2786,0.126,0.0,0.0023,1.8313,0.0032,2.5649,05/03/2022 14:10:59,,,,0.29,0.0023,0.0000,0.0032,0.0000,0.0021,1.6657,18076.954,
,,1724,73.40,2.3797,0.126,0.0,0.0026,2.0397,0.0038,3.0509,05/03/2022 14:11:07,,,,0.30,0.0026,0.0000,0.0038,0.0000,0.0026,2.0615,18879.016,
,,1725,83.70,2.4801,0.126,0.0,0.0029,2.3259,0.0047,3.7477,05/03/2022 14:11:17,,,,0.31,0.0029,0.0000,0.0047,0.0000,0.0036,2.8509,19675.526,
,,1726,119.40,2.5802,0.126,0.0,0.0042,3.3180,0.0079,6.2732,05/03/2022 14:11:53,,,,0.33,0.0042,0.0000,0.0079,0.0000,0.0125,9.9107,20469.655,
,,1727,153.40,2.6001,0.126,0.0,0.0054,4.2628,0.0110,8.7228,05/03/2022 14:12:27,,,,0.33,0.0054,0.0000,0.0110,0.0000,0.0598,47.4784,20627.529,
,74,CC_DChg,92.70,0.0032,2.5748,0.0032,2.5745,0.00239,2.5675,0.0096,0.0,0.0,0.0032,0.0000,0.8426,129.345,0.0000,0.0032,0.0000,0.0032,0.0032,0.0032,11,
,,1728,0.00,2.5675,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:12:27,,,,-0.32,0.0000,0.0000,0.0000,0.0000,0.1648,130.7607,20378.601,
,,1729,1.30,2.4637,-0.126,0.0,0.0000,0.0361,0.0001,0.0906,05/03/2022 14:12:28,,,,-0.31,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3478,19554.727,
,,1730,3.00,2.3626,-0.126,0.0,0.0001,0.0833,0.0003,0.2043,05/03/2022 14:12:30,,,,-0.30,0.0000,0.0001,0.0000,0.0003,-0.0006,-0.4671,18752.282,
,,1731,5.10,2.2597,-0.126,0.0,0.0002,0.1417,0.0004,0.3389,05/03/2022 14:12:32,,,,-0.28,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5668,17935.550,
,,1732,7.30,2.1592,-0.126,0.0,0.0003,0.2028,0.0006,0.4738,05/03/2022 14:12:34,,,,-0.27,0.0000,0.0003,0.0000,0.0006,-0.0008,-0.6080,17137.868,
,,1733,9.70,2.0566,-0.126,0.0,0.0003,0.2694,0.0008,0.6141,05/03/2022 14:12:36,,,,-0.26,0.0000,0.0003,0.0000,0.0008,-0.0008,-0.6497,16323.518,
,,1734,12.30,1.9552,-0.126,0.0,0.0004,0.3416,0.0010,0.7587,05/03/2022 14:12:39,,,,-0.25,0.0000,0.0004,0.0000,0.0010,-0.0009,-0.7122,15518.692,
,,1735,15.50,1.8548,-0.126,0.0,0.0005,0.4305,0.0012,0.9277,05/03/2022 14:12:42,,,,-0.23,0.0000,0.0005,0.0000,0.0012,-0.0011,-0.8853,14721.803,
,,1736,18.70,1.7537,-0.126,0.0,0.0007,0.5194,0.0014,1.0881,05/03/2022 14:12:45,,,,-0.22,0.0000,0.0007,0.0000,0.0014,-0.0011,-0.8792,13919.359,
,,1737,21.60,1.6520,-0.126,0.0,0.0008,0.6000,0.0015,1.2251,05/03/2022 14:12:48,,,,-0.21,0.0000,0.0008,0.0000,0.0015,-0.0010,-0.7920,13112.152,
,,1738,24.40,1.5513,-0.126,0.0,0.0009,0.6777,0.0017,1.3495,05/03/2022 14:12:51,,,,-0.20,0.0000,0.0009,0.0000,0.0017,-0.0010,-0.7723,12312.882,
,,1739,27.30,1.4490,-0.126,0.0,0.0010,0.7583,0.0019,1.4702,05/03/2022 14:12:54,,,,-0.18,0.0000,0.0010,0.0000,0.0019,-0.0010,-0.7874,11500.913,
,,1740,30.20,1.3488,-0.126,0.0,0.0011,0.8388,0.0020,1.5828,05/03/2022 14:12:57,,,,-0.17,0.0000,0.0011,0.0000,0.0020,-0.0010,-0.8039,10705.612,
,,1741,33.20,1.2472,-0.126,0.0,0.0012,0.9221,0.0021,1.6908,05/03/2022 14:13:00,,,,-0.16,0.0000,0.0012,0.0000,0.0021,-0.0010,-0.8201,9899.198,
,,1742,36.30,1.1464,-0.126,0.0,0.0013,1.0083,0.0023,1.7937,05/03/2022 14:13:03,,,,-0.14,0.0000,0.0013,0.0000,0.0023,-0.0011,-0.8542,9099.135,
,,1743,39.50,1.0447,-0.126,0.0,0.0014,1.0971,0.0024,1.8909,05/03/2022 14:13:06,,,,-0.13,0.0000,0.0014,0.0000,0.0024,-0.0011,-0.8739,8291.928,
,,1744,42.90,0.9443,-0.126,0.0,0.0015,1.1916,0.0025,1.9846,05/03/2022 14:13:10,,,,-0.12,0.0000,0.0015,0.0000,0.0025,-0.0012,-0.9406,7495.039,
,,1745,47.00,0.8426,-0.126,0.0,0.0016,1.3054,0.0026,2.0860,05/03/2022 14:13:14,,,,-0.11,0.0000,0.0016,0.0000,0.0026,-0.0014,-1.1198,6687.832,
,,1746,51.50,0.7415,-0.126,0.0,0.0018,1.4304,0.0028,2.1849,05/03/2022 14:13:18,,,,-0.09,0.0000,0.0018,0.0000,0.0028,-0.0016,-1.2363,5885.388,
,,1747,56.10,0.6395,-0.126,0.0,0.0020,1.5582,0.0029,2.2729,05/03/2022 14:13:23,,,,-0.08,0.0000,0.0020,0.0000,0.0029,-0.0016,-1.2526,5075.800,
,,1748,61.00,0.5372,-0.126,0.0,0.0021,1.6943,0.0030,2.3528,05/03/2022 14:13:28,,,,-0.07,0.0000,0.0021,0.0000,0.0030,-0.0017,-1.3304,4263.830,
,,1749,66.10,0.4361,-0.126,0.0,0.0023,1.8360,0.0031,2.4215,05/03/2022 14:13:33,,,,-0.05,0.0000,0.0023,0.0000,0.0031,-0.0018,-1.4011,3461.386,
,,1750,71.50,0.3354,-0.126,0.0,0.0025,1.9860,0.0031,2.4791,05/03/2022 14:13:38,,,,-0.04,0.0000,0.0025,0.0000,0.0031,-0.0019,-1.4895,2662.116,
,,1751,77.30,0.2349,-0.126,0.0,0.0027,2.1470,0.0032,2.5248,05/03/2022 14:13:44,,,,-0.03,0.0000,0.0027,0.0000,0.0032,-0.0020,-1.6030,1864.434,
,,1752,83.70,0.1339,-0.126,0.0,0.0029,2.3248,0.0032,2.5573,05/03/2022 14:13:50,,,,-0.02,0.0000,0.0029,0.0000,0.0032,-0.0022,-1.7600,1062.783,
,,1753,90.90,0.0328,-0.126,0.0,0.0032,2.5248,0.0032,2.5735,05/03/2022 14:13:58,,,,-0.00,0.0000,0.0032,0.0000,0.0032,-0.0025,-1.9781,260.338,
,,1754,92.70,0.0096,-0.126,0.0,0.0032,2.5748,0.0032,2.5745,05/03/2022 14:13:59,,,,-0.00,0.0000,0.0032,0.0000,0.0032,-0.0027,-2.1551,76.197,
38,0.0051,0.0032,4.0849,2.5442,62.283,0.0104,0.0032,8.2741,2.5384,100.00,0.0051,0.0000,0.0000,0.00,0.00,0.02209,0.00236,0.000,0.8398,152.41,147.00,91.60,97.207,138.867,0.0,-0.0019,-0.0072,30.678,
,75,CC_Chg,147.00,0.0051,4.0849,0.0104,8.2741,0.02209,0.0341,2.6001,0.0,0.0,0.0051,2.3722,0.0000,97.207,0.0051,0.0000,0.0000,0.0000,-0.0051,-0.1043,10,
,,1755,0.00,0.0341,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:14:00,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1324,-105.0936,270.528,
,,1756,1.50,0.1364,0.126,0.0,0.0001,0.0417,0.0000,0.0036,05/03/2022 14:14:01,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0005,0.4074,1082.110,
,,1757,3.10,0.2371,0.126,0.0,0.0001,0.0861,0.0000,0.0121,05/03/2022 14:14:03,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4415,1881.000,
,,1758,4.90,0.3379,0.126,0.0,0.0002,0.1362,0.0000,0.0266,05/03/2022 14:14:04,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0006,0.4962,2680.682,
,,1759,6.80,0.4392,0.126,0.0,0.0002,0.1890,0.0001,0.0472,05/03/2022 14:14:06,,,,0.06,0.0002,0.0000,0.0001,0.0000,0.0007,0.5212,3484.332,
,,1760,8.80,0.5434,0.126,0.0,0.0003,0.2445,0.0001,0.0747,05/03/2022 14:14:08,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5334,4310.988,
,,1761,10.80,0.6451,0.126,0.0,0.0004,0.3001,0.0001,0.1078,05/03/2022 14:14:10,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5465,5117.810,
,,1762,12.90,0.7490,0.126,0.0,0.0005,0.3585,0.0002,0.1486,05/03/2022 14:14:12,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0007,0.5616,5942.086,
,,1763,15.10,0.8531,0.126,0.0,0.0005,0.4196,0.0002,0.1978,05/03/2022 14:14:15,,,,0.11,0.0005,0.0000,0.0002,0.0000,0.0007,0.5873,6767.949,
,,1764,17.40,0.9536,0.126,0.0,0.0006,0.4835,0.0003,0.2557,05/03/2022 14:14:17,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6360,7565.252,
,,1765,20.00,1.0559,0.126,0.0,0.0007,0.5558,0.0004,0.3286,05/03/2022 14:14:19,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7063,8376.835,
,,1766,22.90,1.1560,0.126,0.0,0.0008,0.6364,0.0005,0.4179,05/03/2022 14:14:22,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0010,0.8051,9170.964,
,,1767,26.00,1.2565,0.126,0.0,0.0009,0.7225,0.0007,0.5220,05/03/2022 14:14:25,,,,0.16,0.0009,0.0000,0.0007,0.0000,0.0011,0.8572,9968.267,
,,1768,29.00,1.3566,0.126,0.0,0.0010,0.8059,0.0008,0.6310,05/03/2022 14:14:28,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0010,0.8328,10762.396,
,,1769,31.90,1.4586,0.126,0.0,0.0011,0.8865,0.0009,0.7445,05/03/2022 14:14:31,,,,0.18,0.0011,0.0000,0.0009,0.0000,0.0010,0.7901,11571.599,
,,1770,34.80,1.5615,0.126,0.0,0.0012,0.9670,0.0011,0.8664,05/03/2022 14:14:34,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0010,0.7832,12387.941,
,,1771,37.90,1.6641,0.126,0.0,0.0013,1.0532,0.0013,1.0055,05/03/2022 14:14:37,,,,0.21,0.0013,0.0000,0.0013,0.0000,0.0011,0.8396,13201.904,
,,1772,41.20,1.7646,0.126,0.0,0.0014,1.1449,0.0015,1.1629,05/03/2022 14:14:41,,,,0.22,0.0014,0.0000,0.0015,0.0000,0.0011,0.9125,13999.207,
,,1773,45.00,1.8666,0.126,0.0,0.0016,1.2505,0.0017,1.3549,05/03/2022 14:14:44,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0013,1.0353,14808.409,
,,1774,49.30,1.9683,0.126,0.0,0.0017,1.3700,0.0020,1.5842,05/03/2022 14:14:49,,,,0.25,0.0017,0.0000,0.0020,0.0000,0.0015,1.1749,15615.232,
,,1775,54.10,2.0700,0.126,0.0,0.0019,1.5034,0.0023,1.8538,05/03/2022 14:14:54,,,,0.26,0.0019,0.0000,0.0023,0.0000,0.0017,1.3116,16422.055,
,,1776,59.20,2.1713,0.126,0.0,0.0021,1.6451,0.0027,2.1545,05/03/2022 14:14:59,,,,0.27,0.0021,0.0000,0.0027,0.0000,0.0018,1.3990,17225.704,
,,1777,65.10,2.2721,0.126,0.0,0.0023,1.8090,0.0032,2.5192,05/03/2022 14:15:05,,,,0.29,0.0023,0.0000,0.0032,0.0000,0.0020,1.6265,18025.387,
,,1778,72.30,2.3722,0.126,0.0,0.0025,2.0091,0.0038,2.9844,05/03/2022 14:15:12,,,,0.30,0.0025,0.0000,0.0038,0.0000,0.0025,1.9988,18819.516,
,,1779,82.00,2.4727,0.126,0.0,0.0029,2.2787,0.0046,3.6384,05/03/2022 14:15:21,,,,0.31,0.0029,0.0000,0.0046,0.0000,0.0034,2.6821,19616.819,
,,1780,111.30,2.5728,0.126,0.0,0.0039,3.0929,0.0072,5.7045,05/03/2022 14:15:51,,,,0.32,0.0039,0.0000,0.0072,0.0000,0.0102,8.1340,20410.948,
,,1781,147.00,2.6001,0.126,0.0,0.0051,4.0849,0.0104,8.2741,05/03/2022 14:16:26,,,,0.33,0.0051,0.0000,0.0104,0.0000,0.0458,36.3389,20627.529,
,76,CC_DChg,91.60,0.0032,2.5442,0.0032,2.5384,0.00236,2.5651,0.0096,0.0,0.0,0.0032,0.0000,0.8398,138.867,0.0000,0.0032,0.0000,0.0032,0.0032,0.0032,11,
,,1782,0.00,2.5651,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:16:27,,,,-0.32,0.0000,0.0000,0.0000,0.0000,0.1471,116.7125,20359.552,
,,1783,1.30,2.4615,-0.126,0.0,0.0000,0.0361,0.0001,0.0906,05/03/2022 14:16:28,,,,-0.31,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3485,19537.265,
,,1784,3.00,2.3608,-0.126,0.0,0.0001,0.0833,0.0003,0.2042,05/03/2022 14:16:29,,,,-0.30,0.0000,0.0001,0.0000,0.0003,-0.0006,-0.4689,18737.995,
,,1785,5.00,2.2600,-0.126,0.0,0.0002,0.1389,0.0004,0.3324,05/03/2022 14:16:31,,,,-0.28,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5511,17937.932,
,,1786,7.20,2.1577,-0.126,0.0,0.0003,0.2000,0.0006,0.4671,05/03/2022 14:16:34,,,,-0.27,0.0000,0.0003,0.0000,0.0006,-0.0008,-0.5973,17125.962,
,,1787,9.50,2.0576,-0.126,0.0,0.0003,0.2639,0.0008,0.6016,05/03/2022 14:16:36,,,,-0.26,0.0000,0.0003,0.0000,0.0008,-0.0008,-0.6382,16331.455,
,,1788,12.10,1.9543,-0.126,0.0,0.0004,0.3361,0.0009,0.7463,05/03/2022 14:16:39,,,,-0.25,0.0000,0.0004,0.0000,0.0009,-0.0009,-0.6991,15511.549,
,,1789,15.30,1.8529,-0.126,0.0,0.0005,0.4250,0.0012,0.9152,05/03/2022 14:16:42,,,,-0.23,0.0000,0.0005,0.0000,0.0012,-0.0011,-0.8766,14706.723,
,,1790,18.50,1.7513,-0.126,0.0,0.0006,0.5138,0.0014,1.0753,05/03/2022 14:16:45,,,,-0.22,0.0000,0.0006,0.0000,0.0014,-0.0011,-0.8748,13900.310,
,,1791,21.30,1.6505,-0.126,0.0,0.0007,0.5916,0.0015,1.2075,05/03/2022 14:16:48,,,,-0.21,0.0000,0.0007,0.0000,0.0015,-0.0010,-0.7715,13100.246,
,,1792,24.10,1.5491,-0.126,0.0,0.0008,0.6694,0.0017,1.3317,05/03/2022 14:16:51,,,,-0.20,0.0000,0.0008,0.0000,0.0017,-0.0010,-0.7670,12295.420,
,,1793,26.90,1.4487,-0.126,0.0,0.0009,0.7472,0.0018,1.4481,05/03/2022 14:16:53,,,,-0.18,0.0000,0.0009,0.0000,0.0018,-0.0010,-0.7746,11498.532,
,,1794,29.80,1.3464,-0.126,0.0,0.0010,0.8277,0.0020,1.5605,05/03/2022 14:16:56,,,,-0.17,0.0000,0.0010,0.0000,0.0020,-0.0010,-0.7874,10686.562,
,,1795,32.80,1.2441,-0.126,0.0,0.0011,0.9110,0.0021,1.6683,05/03/2022 14:16:59,,,,-0.16,0.0000,0.0011,0.0000,0.0021,-0.0010,-0.8145,9874.593,
,,1796,35.90,1.1411,-0.126,0.0,0.0013,0.9971,0.0022,1.7708,05/03/2022 14:17:02,,,,-0.14,0.0000,0.0013,0.0000,0.0022,-0.0011,-0.8360,9057.068,
,,1797,39.00,1.0410,-0.126,0.0,0.0014,1.0832,0.0023,1.8646,05/03/2022 14:17:05,,,,-0.13,0.0000,0.0014,0.0000,0.0023,-0.0011,-0.8602,8262.561,
,,1798,42.40,0.9402,-0.126,0.0,0.0015,1.1777,0.0025,1.9579,05/03/2022 14:17:09,,,,-0.12,0.0000,0.0015,0.0000,0.0025,-0.0012,-0.9369,7462.497,
,,1799,46.40,0.8398,-0.126,0.0,0.0016,1.2888,0.0026,2.0565,05/03/2022 14:17:13,,,,-0.11,0.0000,0.0016,0.0000,0.0026,-0.0014,-1.1066,6665.608,
,,1800,50.90,0.7378,-0.126,0.0,0.0018,1.4138,0.0027,2.1549,05/03/2022 14:17:17,,,,-0.09,0.0000,0.0018,0.0000,0.0027,-0.0015,-1.2254,5856.020,
,,1801,55.40,0.6374,-0.126,0.0,0.0019,1.5388,0.0028,2.2406,05/03/2022 14:17:22,,,,-0.08,0.0000,0.0019,0.0000,0.0028,-0.0016,-1.2449,5059.132,
,,1802,60.20,0.5369,-0.126,0.0,0.0021,1.6721,0.0029,2.3187,05/03/2022 14:17:27,,,,-0.07,0.0000,0.0021,0.0000,0.0029,-0.0017,-1.3266,4261.449,
,,1803,65.30,0.4352,-0.126,0.0,0.0023,1.8137,0.0030,2.3874,05/03/2022 14:17:32,,,,-0.05,0.0000,0.0023,0.0000,0.0030,-0.0018,-1.3929,3454.242,
,,1804,70.70,0.3335,-0.126,0.0,0.0025,1.9637,0.0031,2.4448,05/03/2022 14:17:37,,,,-0.04,0.0000,0.0025,0.0000,0.0031,-0.0019,-1.4748,2647.035,
,,1805,76.50,0.2322,-0.126,0.0,0.0027,2.1248,0.0031,2.4901,05/03/2022 14:17:43,,,,-0.03,0.0000,0.0027,0.0000,0.0031,-0.0020,-1.5903,1843.003,
,,1806,82.80,0.1320,-0.126,0.0,0.0029,2.2998,0.0032,2.5217,05/03/2022 14:17:49,,,,-0.02,0.0000,0.0029,0.0000,0.0032,-0.0022,-1.7464,1047.702,
,,1807,89.90,0.0316,-0.126,0.0,0.0031,2.4970,0.0032,2.5375,05/03/2022 14:17:56,,,,-0.00,0.0000,0.0031,0.0000,0.0032,-0.0025,-1.9642,250.814,
,,1808,91.60,0.0096,-0.126,0.0,0.0032,2.5442,0.0032,2.5384,05/03/2022 14:17:58,,,,-0.00,0.0000,0.0032,0.0000,0.0032,-0.0027,-2.1464,76.197,
39,0.0051,0.0032,4.0210,2.5276,62.859,0.0102,0.0032,8.1183,2.5169,100.00,0.0051,0.0000,0.0000,0.00,0.00,0.02185,0.00234,0.000,0.8336,151.41,144.70,91.00,101.968,137.677,0.0,-0.0019,-0.0071,31.004,
,77,CC_Chg,144.70,0.0051,4.0210,0.0102,8.1183,0.02185,0.0353,2.6001,0.0,0.0,0.0051,2.3815,0.0000,101.968,0.0051,0.0000,0.0000,0.0000,-0.0051,-0.1023,10,
,,1809,0.00,0.0353,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 14:17:58,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1247,-98.9973,280.048,
,,1810,1.50,0.1376,0.126,0.0,0.0001,0.0417,0.0000,0.0036,05/03/2022 14:18:00,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0005,0.4074,1091.630,
,,1811,3.20,0.2427,0.126,0.0,0.0001,0.0889,0.0000,0.0127,05/03/2022 14:18:01,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4495,1925.426,
,,1812,5.00,0.3428,0.126,0.0,0.0002,0.1389,0.0000,0.0276,05/03/2022 14:18:03,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0006,0.4997,2719.556,
,,1813,6.90,0.4445,0.126,0.0,0.0002,0.1917,0.0001,0.0485,05/03/2022 14:18:05,,,,0.06,0.0002,0.0000,0.0001,0.0000,0.0007,0.5192,3526.378,
,,1814,8.90,0.5490,0.126,0.0,0.0003,0.2473,0.0001,0.0763,05/03/2022 14:18:07,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5318,4355.415,
,,1815,10.90,0.6507,0.126,0.0,0.0004,0.3029,0.0001,0.1098,05/03/2022 14:18:09,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5465,5162.237,
,,1816,13.00,0.7548,0.126,0.0,0.0005,0.3613,0.0002,0.1509,05/03/2022 14:18:11,,,,0.10,0.0005,0.0000,0.0002,0.0000,0.0007,0.5606,5988.100,
,,1817,15.20,0.8587,0.126,0.0,0.0005,0.4224,0.0003,0.2004,05/03/2022 14:18:13,,,,0.11,0.0005,0.0000,0.0003,0.0000,0.0007,0.5884,6812.376,
,,1818,17.50,0.9595,0.126,0.0,0.0006,0.4863,0.0003,0.2587,05/03/2022 14:18:16,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6341,7612.059,
